WaitType,Time,MillisecondsWaiting
Service Broker,2018-03-13T19:00:00Z,0
Tracing,2018-03-13T19:00:00Z,2
Tran Log IO,2018-03-13T19:00:00Z,1093247
Worker Thread,2018-03-13T19:00:00Z,0
Buffer IO,2018-03-13T20:00:00Z,4175
Buffer Latch,2018-03-13T20:00:00Z,3000
CPU,2018-03-13T20:00:00Z,7915
Idle,2018-03-13T20:00:00Z,0
Latch,2018-03-13T20:00:00Z,653
Lock,2018-03-13T20:00:00Z,0
Memory,2018-03-13T20:00:00Z,469
Network IO,2018-03-13T20:00:00Z,1561
OTHER,2018-03-13T20:00:00Z,57147641
Other Disk IO,2018-03-13T20:00:00Z,5761
Parallelism,2018-03-13T20:00:00Z,25251
Preemptive,2018-03-13T20:00:00Z,24305
Replication,2018-03-13T20:00:00Z,0
SQL CLR,2018-03-13T20:00:00Z,0
Service Broker,2018-03-13T20:00:00Z,0
Tracing,2018-03-13T20:00:00Z,0
Tran Log IO,2018-03-13T20:00:00Z,650182
Worker Thread,2018-03-13T20:00:00Z,0
Buffer IO,2018-03-13T21:00:00Z,33613
Buffer Latch,2018-03-13T21:00:00Z,7439
CPU,2018-03-13T21:00:00Z,14660
Idle,2018-03-13T21:00:00Z,0
Latch,2018-03-13T21:00:00Z,148508
Lock,2018-03-13T21:00:00Z,0
Memory,2018-03-13T21:00:00Z,543
Network IO,2018-03-13T21:00:00Z,424
OTHER,2018-03-13T21:00:00Z,60074516
Other Disk IO,2018-03-13T21:00:00Z,19886
Parallelism,2018-03-13T21:00:00Z,94618
Preemptive,2018-03-13T21:00:00Z,43214
Replication,2018-03-13T21:00:00Z,0
SQL CLR,2018-03-13T21:00:00Z,0
Service Broker,2018-03-13T21:00:00Z,0
Tracing,2018-03-13T21:00:00Z,42
Tran Log IO,2018-03-13T21:00:00Z,1373609
Worker Thread,2018-03-13T21:00:00Z,0
Buffer IO,2018-03-13T22:00:00Z,27518
Buffer Latch,2018-03-13T22:00:00Z,3235
CPU,2018-03-13T22:00:00Z,8967
Idle,2018-03-13T22:00:00Z,0
Latch,2018-03-13T22:00:00Z,932
Lock,2018-03-13T22:00:00Z,0
Memory,2018-03-13T22:00:00Z,1538
Network IO,2018-03-13T22:00:00Z,74
OTHER,2018-03-13T22:00:00Z,56156609
Other Disk IO,2018-03-13T22:00:00Z,8737
Parallelism,2018-03-13T22:00:00Z,80469
Preemptive,2018-03-13T22:00:00Z,27280
Replication,2018-03-13T22:00:00Z,0
SQL CLR,2018-03-13T22:00:00Z,0
Service Broker,2018-03-13T22:00:00Z,0
Tracing,2018-03-13T22:00:00Z,15
Tran Log IO,2018-03-13T22:00:00Z,762390
Worker Thread,2018-03-13T22:00:00Z,0
Buffer IO,2018-03-13T23:00:00Z,5272
Buffer Latch,2018-03-13T23:00:00Z,5141
CPU,2018-03-13T23:00:00Z,9689
Idle,2018-03-13T23:00:00Z,0
Latch,2018-03-13T23:00:00Z,76
Lock,2018-03-13T23:00:00Z,0
Memory,2018-03-13T23:00:00Z,623
Network IO,2018-03-13T23:00:00Z,37
OTHER,2018-03-13T23:00:00Z,59552434
Other Disk IO,2018-03-13T23:00:00Z,11273
Parallelism,2018-03-13T23:00:00Z,98028
Preemptive,2018-03-13T23:00:00Z,34444
Replication,2018-03-13T23:00:00Z,0
SQL CLR,2018-03-13T23:00:00Z,0
Service Broker,2018-03-13T23:00:00Z,0
Tracing,2018-03-13T23:00:00Z,0
Tran Log IO,2018-03-13T23:00:00Z,713329
Worker Thread,2018-03-13T23:00:00Z,8
Buffer IO,2018-03-14T00:00:00Z,10965
Buffer Latch,2018-03-14T00:00:00Z,3289
CPU,2018-03-14T00:00:00Z,6949
Idle,2018-03-14T00:00:00Z,0
Latch,2018-03-14T00:00:00Z,6462
Lock,2018-03-14T00:00:00Z,0
Memory,2018-03-14T00:00:00Z,841
Network IO,2018-03-14T00:00:00Z,93
OTHER,2018-03-14T00:00:00Z,58165935
Other Disk IO,2018-03-14T00:00:00Z,19043
Parallelism,2018-03-14T00:00:00Z,58681
Preemptive,2018-03-14T00:00:00Z,22032
Replication,2018-03-14T00:00:00Z,0
SQL CLR,2018-03-14T00:00:00Z,0
Service Broker,2018-03-14T00:00:00Z,0
Tracing,2018-03-14T00:00:00Z,2
Tran Log IO,2018-03-14T00:00:00Z,656059
Worker Thread,2018-03-14T00:00:00Z,0
Buffer IO,2018-03-14T01:00:00Z,33073
Buffer Latch,2018-03-14T01:00:00Z,4810
CPU,2018-03-14T01:00:00Z,8478
Idle,2018-03-14T01:00:00Z,0
Latch,2018-03-14T01:00:00Z,40
Lock,2018-03-14T01:00:00Z,0
Memory,2018-03-14T01:00:00Z,1848
Network IO,2018-03-14T01:00:00Z,53
OTHER,2018-03-14T01:00:00Z,60158437
Other Disk IO,2018-03-14T01:00:00Z,6217
Parallelism,2018-03-14T01:00:00Z,55765
Preemptive,2018-03-14T01:00:00Z,52651
Replication,2018-03-14T01:00:00Z,0
SQL CLR,2018-03-14T01:00:00Z,0
Service Broker,2018-03-14T01:00:00Z,0
Tracing,2018-03-14T01:00:00Z,41
Tran Log IO,2018-03-14T01:00:00Z,1259494
Worker Thread,2018-03-14T01:00:00Z,0
Buffer IO,2018-03-14T02:00:00Z,12689
Buffer Latch,2018-03-14T02:00:00Z,4939
CPU,2018-03-14T02:00:00Z,6750
Idle,2018-03-14T02:00:00Z,0
Latch,2018-03-14T02:00:00Z,123
Lock,2018-03-14T02:00:00Z,0
Memory,2018-03-14T02:00:00Z,593
Network IO,2018-03-14T02:00:00Z,39
OTHER,2018-03-14T02:00:00Z,59830609
Other Disk IO,2018-03-14T02:00:00Z,14250
Parallelism,2018-03-14T02:00:00Z,88239
Preemptive,2018-03-14T02:00:00Z,35435
Replication,2018-03-14T02:00:00Z,0
SQL CLR,2018-03-14T02:00:00Z,0
Service Broker,2018-03-14T02:00:00Z,0
Tracing,2018-03-14T02:00:00Z,17
Tran Log IO,2018-03-14T02:00:00Z,955650
Worker Thread,2018-03-14T02:00:00Z,0
Buffer IO,2018-03-14T03:00:00Z,3913
Buffer Latch,2018-03-14T03:00:00Z,2797
CPU,2018-03-14T03:00:00Z,5876
Idle,2018-03-14T03:00:00Z,0
Latch,2018-03-14T03:00:00Z,1911
Lock,2018-03-14T03:00:00Z,0
Memory,2018-03-14T03:00:00Z,322
Network IO,2018-03-14T03:00:00Z,58
OTHER,2018-03-14T03:00:00Z,62134339
Other Disk IO,2018-03-14T03:00:00Z,6657
Parallelism,2018-03-14T03:00:00Z,82697
Preemptive,2018-03-14T03:00:00Z,35995
Replication,2018-03-14T03:00:00Z,0
SQL CLR,2018-03-14T03:00:00Z,0
Service Broker,2018-03-14T03:00:00Z,0
Tracing,2018-03-14T03:00:00Z,10
Tran Log IO,2018-03-14T03:00:00Z,950183
Worker Thread,2018-03-14T03:00:00Z,1
Buffer IO,2018-03-14T04:00:00Z,150483
Buffer Latch,2018-03-14T04:00:00Z,2189
CPU,2018-03-14T04:00:00Z,10290
Idle,2018-03-14T04:00:00Z,0
Latch,2018-03-14T04:00:00Z,7477
Lock,2018-03-14T04:00:00Z,1
Memory,2018-03-14T04:00:00Z,530
Network IO,2018-03-14T04:00:00Z,39
OTHER,2018-03-14T04:00:00Z,56545320
Other Disk IO,2018-03-14T04:00:00Z,159600
Parallelism,2018-03-14T04:00:00Z,41583
Preemptive,2018-03-14T04:00:00Z,22747
Replication,2018-03-14T04:00:00Z,0
SQL CLR,2018-03-14T04:00:00Z,0
Service Broker,2018-03-14T04:00:00Z,0
Tracing,2018-03-14T04:00:00Z,56
Tran Log IO,2018-03-14T04:00:00Z,681192
Worker Thread,2018-03-14T04:00:00Z,2
Buffer IO,2018-03-14T05:00:00Z,2831
Buffer Latch,2018-03-14T05:00:00Z,2122
CPU,2018-03-14T05:00:00Z,14954
Idle,2018-03-14T05:00:00Z,0
Latch,2018-03-14T05:00:00Z,99
Lock,2018-03-14T05:00:00Z,18
Memory,2018-03-14T05:00:00Z,486
Network IO,2018-03-14T05:00:00Z,61
OTHER,2018-03-14T05:00:00Z,60224960
Other Disk IO,2018-03-14T05:00:00Z,14443
Parallelism,2018-03-14T05:00:00Z,82700
Preemptive,2018-03-14T05:00:00Z,43924
Replication,2018-03-14T05:00:00Z,0
SQL CLR,2018-03-14T05:00:00Z,0
Service Broker,2018-03-14T05:00:00Z,0
Tracing,2018-03-14T05:00:00Z,288
Tran Log IO,2018-03-14T05:00:00Z,907691
Worker Thread,2018-03-14T05:00:00Z,1
Buffer IO,2018-03-14T06:00:00Z,2345
Buffer Latch,2018-03-14T06:00:00Z,2084
CPU,2018-03-14T06:00:00Z,9861
Idle,2018-03-14T06:00:00Z,0
Latch,2018-03-14T06:00:00Z,1387
Lock,2018-03-14T06:00:00Z,40
Memory,2018-03-14T06:00:00Z,474
Network IO,2018-03-14T06:00:00Z,47
OTHER,2018-03-14T06:00:00Z,56949651
Other Disk IO,2018-03-14T06:00:00Z,10411
Parallelism,2018-03-14T06:00:00Z,21917
Preemptive,2018-03-14T06:00:00Z,22042
Replication,2018-03-14T06:00:00Z,0
SQL CLR,2018-03-14T06:00:00Z,0
Service Broker,2018-03-14T06:00:00Z,0
Tracing,2018-03-14T06:00:00Z,198
Tran Log IO,2018-03-14T06:00:00Z,550533
Worker Thread,2018-03-14T06:00:00Z,0
Buffer IO,2018-03-14T07:00:00Z,3595
Buffer Latch,2018-03-14T07:00:00Z,3993
CPU,2018-03-14T07:00:00Z,6746
Idle,2018-03-14T07:00:00Z,0
Latch,2018-03-14T07:00:00Z,2489
Lock,2018-03-14T07:00:00Z,0
Memory,2018-03-14T07:00:00Z,444
Network IO,2018-03-14T07:00:00Z,56
OTHER,2018-03-14T07:00:00Z,59647624
Other Disk IO,2018-03-14T07:00:00Z,6960
Parallelism,2018-03-14T07:00:00Z,68877
Preemptive,2018-03-14T07:00:00Z,36450
Replication,2018-03-14T07:00:00Z,0
SQL CLR,2018-03-14T07:00:00Z,0
Service Broker,2018-03-14T07:00:00Z,0
Tracing,2018-03-14T07:00:00Z,0
Tran Log IO,2018-03-14T07:00:00Z,760096
Worker Thread,2018-03-14T07:00:00Z,0
Buffer IO,2018-03-14T08:00:00Z,4014
Buffer Latch,2018-03-14T08:00:00Z,7468
CPU,2018-03-14T08:00:00Z,13483
Idle,2018-03-14T08:00:00Z,0
Latch,2018-03-14T08:00:00Z,3073
Lock,2018-03-14T08:00:00Z,0
Memory,2018-03-14T08:00:00Z,579
Network IO,2018-03-14T08:00:00Z,514
OTHER,2018-03-14T08:00:00Z,66961098
Other Disk IO,2018-03-14T08:00:00Z,25707
Parallelism,2018-03-14T08:00:00Z,166014
Preemptive,2018-03-14T08:00:00Z,74624
Replication,2018-03-14T08:00:00Z,0
SQL CLR,2018-03-14T08:00:00Z,0
Service Broker,2018-03-14T08:00:00Z,0
Tracing,2018-03-14T08:00:00Z,192
Tran Log IO,2018-03-14T08:00:00Z,1660607
Worker Thread,2018-03-14T08:00:00Z,591
Buffer IO,2018-03-14T09:00:00Z,2085
Buffer Latch,2018-03-14T09:00:00Z,7541
CPU,2018-03-14T09:00:00Z,8376
Idle,2018-03-14T09:00:00Z,0
Latch,2018-03-14T09:00:00Z,22228
Lock,2018-03-14T09:00:00Z,0
Memory,2018-03-14T09:00:00Z,607
Network IO,2018-03-14T09:00:00Z,68
OTHER,2018-03-14T09:00:00Z,60497748
Other Disk IO,2018-03-14T09:00:00Z,48865
Parallelism,2018-03-14T09:00:00Z,149675
Preemptive,2018-03-14T09:00:00Z,39751
Replication,2018-03-14T09:00:00Z,0
SQL CLR,2018-03-14T09:00:00Z,0
Service Broker,2018-03-14T09:00:00Z,0
Tracing,2018-03-14T09:00:00Z,172
Tran Log IO,2018-03-14T09:00:00Z,817486
Worker Thread,2018-03-14T09:00:00Z,0
Buffer IO,2018-03-14T10:00:00Z,302832
Buffer Latch,2018-03-14T10:00:00Z,2851
CPU,2018-03-14T10:00:00Z,161158
Idle,2018-03-14T10:00:00Z,0
Latch,2018-03-14T10:00:00Z,124
Lock,2018-03-14T10:00:00Z,0
Memory,2018-03-14T10:00:00Z,18286
Network IO,2018-03-14T10:00:00Z,146
OTHER,2018-03-14T10:00:00Z,57095879
Other Disk IO,2018-03-14T10:00:00Z,272902
Parallelism,2018-03-14T10:00:00Z,524748
Preemptive,2018-03-14T10:00:00Z,39021
Replication,2018-03-14T10:00:00Z,0
SQL CLR,2018-03-14T10:00:00Z,0
Service Broker,2018-03-14T10:00:00Z,0
Tracing,2018-03-14T10:00:00Z,290
Tran Log IO,2018-03-14T10:00:00Z,902290
Worker Thread,2018-03-14T10:00:00Z,121
Buffer IO,2018-03-14T11:00:00Z,13857
Buffer Latch,2018-03-14T11:00:00Z,1101
CPU,2018-03-14T11:00:00Z,7068
Idle,2018-03-14T11:00:00Z,0
Latch,2018-03-14T11:00:00Z,890
Lock,2018-03-14T11:00:00Z,0
Memory,2018-03-14T11:00:00Z,1332
Network IO,2018-03-14T11:00:00Z,71
OTHER,2018-03-14T11:00:00Z,55613918
Other Disk IO,2018-03-14T11:00:00Z,7146
Parallelism,2018-03-14T11:00:00Z,56817
Preemptive,2018-03-14T11:00:00Z,22822
Replication,2018-03-14T11:00:00Z,0
SQL CLR,2018-03-14T11:00:00Z,0
Service Broker,2018-03-14T11:00:00Z,0
Tracing,2018-03-14T11:00:00Z,37
Tran Log IO,2018-03-14T11:00:00Z,663194
Worker Thread,2018-03-14T11:00:00Z,0
Buffer IO,2018-03-14T12:00:00Z,138078
Buffer Latch,2018-03-14T12:00:00Z,6462
CPU,2018-03-14T12:00:00Z,143937
Idle,2018-03-14T12:00:00Z,0
Latch,2018-03-14T12:00:00Z,944
Lock,2018-03-14T12:00:00Z,0
Memory,2018-03-14T12:00:00Z,11115
Network IO,2018-03-14T12:00:00Z,95
OTHER,2018-03-14T12:00:00Z,63941775
Other Disk IO,2018-03-14T12:00:00Z,10017
Parallelism,2018-03-14T12:00:00Z,433854
Preemptive,2018-03-14T12:00:00Z,57640
Replication,2018-03-14T12:00:00Z,0
SQL CLR,2018-03-14T12:00:00Z,0
Service Broker,2018-03-14T12:00:00Z,0
Tracing,2018-03-14T12:00:00Z,219
Tran Log IO,2018-03-14T12:00:00Z,1282416
Worker Thread,2018-03-14T12:00:00Z,0
Buffer IO,2018-03-14T13:00:00Z,24665
Buffer Latch,2018-03-14T13:00:00Z,4726
CPU,2018-03-14T13:00:00Z,9554
Idle,2018-03-14T13:00:00Z,0
Latch,2018-03-14T13:00:00Z,139
Lock,2018-03-14T13:00:00Z,0
Memory,2018-03-14T13:00:00Z,1319
Network IO,2018-03-14T13:00:00Z,57
OTHER,2018-03-14T13:00:00Z,58033499
Other Disk IO,2018-03-14T13:00:00Z,4981
Parallelism,2018-03-14T13:00:00Z,69493
Preemptive,2018-03-14T13:00:00Z,24710
Replication,2018-03-14T13:00:00Z,0
SQL CLR,2018-03-14T13:00:00Z,0
Service Broker,2018-03-14T13:00:00Z,0
Tracing,2018-03-14T13:00:00Z,33
Tran Log IO,2018-03-14T13:00:00Z,675803
Worker Thread,2018-03-14T13:00:00Z,0
Buffer IO,2018-03-14T14:00:00Z,80404
Buffer Latch,2018-03-14T14:00:00Z,5823
CPU,2018-03-14T14:00:00Z,324830
Idle,2018-03-14T14:00:00Z,0
Latch,2018-03-14T14:00:00Z,125
Lock,2018-03-14T14:00:00Z,0
Memory,2018-03-14T14:00:00Z,10341
Network IO,2018-03-14T14:00:00Z,109
OTHER,2018-03-14T14:00:00Z,59604534
Other Disk IO,2018-03-14T14:00:00Z,4640
Parallelism,2018-03-14T14:00:00Z,519235
Preemptive,2018-03-14T14:00:00Z,55558
Replication,2018-03-14T14:00:00Z,0
SQL CLR,2018-03-14T14:00:00Z,0
Service Broker,2018-03-14T14:00:00Z,0
Tracing,2018-03-14T14:00:00Z,41
Tran Log IO,2018-03-14T14:00:00Z,1182181
Worker Thread,2018-03-14T14:00:00Z,0
Buffer IO,2018-03-14T15:00:00Z,32321
Buffer Latch,2018-03-14T15:00:00Z,9946
CPU,2018-03-14T15:00:00Z,15528
Idle,2018-03-14T15:00:00Z,0
Latch,2018-03-14T15:00:00Z,1268
Lock,2018-03-14T15:00:00Z,0
Memory,2018-03-14T15:00:00Z,1495
Network IO,2018-03-14T15:00:00Z,46
OTHER,2018-03-14T15:00:00Z,64789076
Other Disk IO,2018-03-14T15:00:00Z,7200
Parallelism,2018-03-14T15:00:00Z,110272
Preemptive,2018-03-14T15:00:00Z,53067
Replication,2018-03-14T15:00:00Z,0
SQL CLR,2018-03-14T15:00:00Z,0
Service Broker,2018-03-14T15:00:00Z,0
Tracing,2018-03-14T15:00:00Z,94
Tran Log IO,2018-03-14T15:00:00Z,1368572
Worker Thread,2018-03-14T15:00:00Z,117
Buffer IO,2018-03-14T16:00:00Z,105035
Buffer Latch,2018-03-14T16:00:00Z,2513
CPU,2018-03-14T16:00:00Z,141929
Idle,2018-03-14T16:00:00Z,0
Latch,2018-03-14T16:00:00Z,137
Lock,2018-03-14T16:00:00Z,0
Memory,2018-03-14T16:00:00Z,10223
Network IO,2018-03-14T16:00:00Z,1009
OTHER,2018-03-14T16:00:00Z,52626448
Other Disk IO,2018-03-14T16:00:00Z,3778
Parallelism,2018-03-14T16:00:00Z,403601
Preemptive,2018-03-14T16:00:00Z,23041
Replication,2018-03-14T16:00:00Z,0
SQL CLR,2018-03-14T16:00:00Z,0
Service Broker,2018-03-14T16:00:00Z,0
Tracing,2018-03-14T16:00:00Z,0
Tran Log IO,2018-03-14T16:00:00Z,445035
Worker Thread,2018-03-14T16:00:00Z,0
Buffer IO,2018-03-14T17:00:00Z,55688
Buffer Latch,2018-03-14T17:00:00Z,7776
CPU,2018-03-14T17:00:00Z,12864
Idle,2018-03-14T17:00:00Z,0
Latch,2018-03-14T17:00:00Z,234
Lock,2018-03-14T17:00:00Z,0
Memory,2018-03-14T17:00:00Z,3562
Network IO,2018-03-14T17:00:00Z,34
OTHER,2018-03-14T17:00:00Z,51175734
Other Disk IO,2018-03-14T17:00:00Z,10577
Parallelism,2018-03-14T17:00:00Z,18303
Preemptive,2018-03-14T17:00:00Z,18254
Replication,2018-03-14T17:00:00Z,0
SQL CLR,2018-03-14T17:00:00Z,0
Service Broker,2018-03-14T17:00:00Z,0
Tracing,2018-03-14T17:00:00Z,0
Tran Log IO,2018-03-14T17:00:00Z,803991
Worker Thread,2018-03-14T17:00:00Z,0
Buffer IO,2018-03-14T18:00:00Z,51181
Buffer Latch,2018-03-14T18:00:00Z,7066
CPU,2018-03-14T18:00:00Z,8936
Idle,2018-03-14T18:00:00Z,0
Latch,2018-03-14T18:00:00Z,2142
Lock,2018-03-14T18:00:00Z,0
Memory,2018-03-14T18:00:00Z,1987
Network IO,2018-03-14T18:00:00Z,54
OTHER,2018-03-14T18:00:00Z,55557855
Other Disk IO,2018-03-14T18:00:00Z,8497
Parallelism,2018-03-14T18:00:00Z,42504
Preemptive,2018-03-14T18:00:00Z,24461
Replication,2018-03-14T18:00:00Z,0
SQL CLR,2018-03-14T18:00:00Z,0
Service Broker,2018-03-14T18:00:00Z,0
Tracing,2018-03-14T18:00:00Z,1
Tran Log IO,2018-03-14T18:00:00Z,744151
Worker Thread,2018-03-14T18:00:00Z,0
Buffer IO,2018-03-14T19:00:00Z,14509
Buffer Latch,2018-03-14T19:00:00Z,2192
CPU,2018-03-14T19:00:00Z,16497
Idle,2018-03-14T19:00:00Z,0
Latch,2018-03-14T19:00:00Z,2907
Lock,2018-03-14T19:00:00Z,0
Memory,2018-03-14T19:00:00Z,393
Network IO,2018-03-14T19:00:00Z,53
OTHER,2018-03-14T19:00:00Z,57818775
Other Disk IO,2018-03-14T19:00:00Z,1225718
Parallelism,2018-03-14T19:00:00Z,53071
Preemptive,2018-03-14T19:00:00Z,37579
Replication,2018-03-14T19:00:00Z,0
SQL CLR,2018-03-14T19:00:00Z,0
Service Broker,2018-03-14T19:00:00Z,0
Tracing,2018-03-14T19:00:00Z,150
Tran Log IO,2018-03-14T19:00:00Z,619173
Worker Thread,2018-03-14T19:00:00Z,0
Buffer IO,2018-03-14T20:00:00Z,3943
Buffer Latch,2018-03-14T20:00:00Z,1019
CPU,2018-03-14T20:00:00Z,10171
Idle,2018-03-14T20:00:00Z,0
Latch,2018-03-14T20:00:00Z,5787
Lock,2018-03-14T20:00:00Z,0
Memory,2018-03-14T20:00:00Z,470
Network IO,2018-03-14T20:00:00Z,58
OTHER,2018-03-14T20:00:00Z,57962447
Other Disk IO,2018-03-14T20:00:00Z,468873
Parallelism,2018-03-14T20:00:00Z,69093
Preemptive,2018-03-14T20:00:00Z,36574
Replication,2018-03-14T20:00:00Z,0
SQL CLR,2018-03-14T20:00:00Z,0
Service Broker,2018-03-14T20:00:00Z,0
Tracing,2018-03-14T20:00:00Z,46
Tran Log IO,2018-03-14T20:00:00Z,780059
Worker Thread,2018-03-14T20:00:00Z,0
Buffer IO,2018-03-14T21:00:00Z,41056
Buffer Latch,2018-03-14T21:00:00Z,1569
CPU,2018-03-14T21:00:00Z,17954
Idle,2018-03-14T21:00:00Z,0
Latch,2018-03-14T21:00:00Z,4833
Lock,2018-03-14T21:00:00Z,0
Memory,2018-03-14T21:00:00Z,1708
Network IO,2018-03-14T21:00:00Z,31
OTHER,2018-03-14T21:00:00Z,53645902
Other Disk IO,2018-03-14T21:00:00Z,1318793
Parallelism,2018-03-14T21:00:00Z,32661
Preemptive,2018-03-14T21:00:00Z,23467
Replication,2018-03-14T21:00:00Z,0
SQL CLR,2018-03-14T21:00:00Z,0
Service Broker,2018-03-14T21:00:00Z,0
Tracing,2018-03-14T21:00:00Z,0
Tran Log IO,2018-03-14T21:00:00Z,816135
Worker Thread,2018-03-14T21:00:00Z,0
Buffer IO,2018-03-14T22:00:00Z,1580076
Buffer Latch,2018-03-14T22:00:00Z,2314
CPU,2018-03-14T22:00:00Z,253100
Idle,2018-03-14T22:00:00Z,0
Latch,2018-03-14T22:00:00Z,6724
Lock,2018-03-14T22:00:00Z,0
Memory,2018-03-14T22:00:00Z,4482
Network IO,2018-03-14T22:00:00Z,32
OTHER,2018-03-14T22:00:00Z,55094658
Other Disk IO,2018-03-14T22:00:00Z,724818
Parallelism,2018-03-14T22:00:00Z,1667497
Preemptive,2018-03-14T22:00:00Z,23477
Replication,2018-03-14T22:00:00Z,586
SQL CLR,2018-03-14T22:00:00Z,0
Service Broker,2018-03-14T22:00:00Z,0
Tracing,2018-03-14T22:00:00Z,39
Tran Log IO,2018-03-14T22:00:00Z,573641
Worker Thread,2018-03-14T22:00:00Z,0
Buffer IO,2018-03-14T23:00:00Z,5609
Buffer Latch,2018-03-14T23:00:00Z,661
CPU,2018-03-14T23:00:00Z,10092
Idle,2018-03-14T23:00:00Z,0
Latch,2018-03-14T23:00:00Z,460
Lock,2018-03-14T23:00:00Z,0
Memory,2018-03-14T23:00:00Z,784
Network IO,2018-03-14T23:00:00Z,25
OTHER,2018-03-14T23:00:00Z,48618214
Other Disk IO,2018-03-14T23:00:00Z,1067088
Parallelism,2018-03-14T23:00:00Z,19681
Preemptive,2018-03-14T23:00:00Z,25123
Replication,2018-03-14T23:00:00Z,0
SQL CLR,2018-03-14T23:00:00Z,0
Service Broker,2018-03-14T23:00:00Z,0
Tracing,2018-03-14T23:00:00Z,108
Tran Log IO,2018-03-14T23:00:00Z,392060
Worker Thread,2018-03-14T23:00:00Z,1
Buffer IO,2018-03-15T00:00:00Z,6107
Buffer Latch,2018-03-15T00:00:00Z,2026
CPU,2018-03-15T00:00:00Z,5863
Idle,2018-03-15T00:00:00Z,0
Latch,2018-03-15T00:00:00Z,237
Lock,2018-03-15T00:00:00Z,0
Memory,2018-03-15T00:00:00Z,321
Network IO,2018-03-15T00:00:00Z,27
OTHER,2018-03-15T00:00:00Z,58056595
Other Disk IO,2018-03-15T00:00:00Z,2466
Parallelism,2018-03-15T00:00:00Z,63374
Preemptive,2018-03-15T00:00:00Z,21359
Replication,2018-03-15T00:00:00Z,0
SQL CLR,2018-03-15T00:00:00Z,0
Service Broker,2018-03-15T00:00:00Z,1
Tracing,2018-03-15T00:00:00Z,100
Tran Log IO,2018-03-15T00:00:00Z,577814
Worker Thread,2018-03-15T00:00:00Z,1
Buffer IO,2018-03-15T01:00:00Z,22406
Buffer Latch,2018-03-15T01:00:00Z,5571
CPU,2018-03-15T01:00:00Z,8844
Idle,2018-03-15T01:00:00Z,0
Latch,2018-03-15T01:00:00Z,150
Lock,2018-03-15T01:00:00Z,107
Memory,2018-03-15T01:00:00Z,807
Network IO,2018-03-15T01:00:00Z,484
OTHER,2018-03-15T01:00:00Z,58110702
Other Disk IO,2018-03-15T01:00:00Z,6294
Parallelism,2018-03-15T01:00:00Z,116473
Preemptive,2018-03-15T01:00:00Z,33071
Replication,2018-03-15T01:00:00Z,0
SQL CLR,2018-03-15T01:00:00Z,0
Service Broker,2018-03-15T01:00:00Z,0
Tracing,2018-03-15T01:00:00Z,53
Tran Log IO,2018-03-15T01:00:00Z,962934
Worker Thread,2018-03-15T01:00:00Z,0
Buffer IO,2018-03-15T02:00:00Z,52498
Buffer Latch,2018-03-15T02:00:00Z,8386
CPU,2018-03-15T02:00:00Z,7572
Idle,2018-03-15T02:00:00Z,0
Latch,2018-03-15T02:00:00Z,95
Lock,2018-03-15T02:00:00Z,0
Memory,2018-03-15T02:00:00Z,2090
Network IO,2018-03-15T02:00:00Z,20
OTHER,2018-03-15T02:00:00Z,56770745
Other Disk IO,2018-03-15T02:00:00Z,2998
Parallelism,2018-03-15T02:00:00Z,41577
Preemptive,2018-03-15T02:00:00Z,29205
Replication,2018-03-15T02:00:00Z,0
SQL CLR,2018-03-15T02:00:00Z,0
Service Broker,2018-03-15T02:00:00Z,0
Tracing,2018-03-15T02:00:00Z,0
Tran Log IO,2018-03-15T02:00:00Z,936786
Worker Thread,2018-03-15T02:00:00Z,12
Buffer IO,2018-03-15T03:00:00Z,91347
Buffer Latch,2018-03-15T03:00:00Z,3100
CPU,2018-03-15T03:00:00Z,9677
Idle,2018-03-15T03:00:00Z,0
Latch,2018-03-15T03:00:00Z,4667
Lock,2018-03-15T03:00:00Z,0
Memory,2018-03-15T03:00:00Z,358
Network IO,2018-03-15T03:00:00Z,50
OTHER,2018-03-15T03:00:00Z,62553233
Other Disk IO,2018-03-15T03:00:00Z,10712
Parallelism,2018-03-15T03:00:00Z,195198
Preemptive,2018-03-15T03:00:00Z,49327
Replication,2018-03-15T03:00:00Z,0
SQL CLR,2018-03-15T03:00:00Z,0
Service Broker,2018-03-15T03:00:00Z,0
Tracing,2018-03-15T03:00:00Z,8
Tran Log IO,2018-03-15T03:00:00Z,1043260
Worker Thread,2018-03-15T03:00:00Z,168
Buffer IO,2018-03-15T04:00:00Z,103729
Buffer Latch,2018-03-15T04:00:00Z,1351
CPU,2018-03-15T04:00:00Z,7307
Idle,2018-03-15T04:00:00Z,0
Latch,2018-03-15T04:00:00Z,92
Lock,2018-03-15T04:00:00Z,0
Memory,2018-03-15T04:00:00Z,239
Network IO,2018-03-15T04:00:00Z,41
OTHER,2018-03-15T04:00:00Z,56323155
Other Disk IO,2018-03-15T04:00:00Z,3454
Parallelism,2018-03-15T04:00:00Z,47311
Preemptive,2018-03-15T04:00:00Z,22210
Replication,2018-03-15T04:00:00Z,200
SQL CLR,2018-03-15T04:00:00Z,0
Service Broker,2018-03-15T04:00:00Z,0
Tracing,2018-03-15T04:00:00Z,0
Tran Log IO,2018-03-15T04:00:00Z,528495
Worker Thread,2018-03-15T04:00:00Z,0
Buffer IO,2018-03-15T05:00:00Z,6290
Buffer Latch,2018-03-15T05:00:00Z,1372
CPU,2018-03-15T05:00:00Z,5324
